country_name,year,co2,co2_per_capita,coal_co2,gas_co2,oil_co2,gdp,renewable_capacity_mw,net_imports_gwh,elec_price_eur_kwh,elec_gen_clean_twh,elec_gen_fossil_twh,elec_gen_hydro_twh,elec_gen_nuclear_twh,elec_gen_renewables_twh,elec_gen_solar_twh,elec_gen_wind_twh,elec_gen_total_twh,carbon_price_eur_tonne
Austria,2010,72.0,8.607,15.497,18.778,34.785,338832243101.0,,5021.898,0.19485000000000002,44.99,22.83,38.36,0.0,44.99,0.09,2.06,,14.38
Austria,2011,69.892,8.327,15.818,17.73,33.269,349713455451.0,,4637.746,0.19755,40.91,21.29,34.24,0.0,40.91,0.17,1.94,,13.07
Austria,2012,67.26,7.977,14.686,16.945,32.627,352093108730.0,,4952.506,0.19995000000000002,51.33,17.32,43.85,0.0,51.33,0.34,2.46,,7.33
Austria,2013,67.759,7.989,14.959,16.332,33.45,352182904722.0,,4594.823,0.20500000000000002,50.5,14.05,42.02,0.0,50.5,0.63,3.15,,4.45
Austria,2014,64.159,7.506,13.801,14.947,32.413,354511819035.0,,4548.633,0.2004,50.2,11.35,41.01,0.0,50.2,0.79,3.85,,5.96
Austria,2015,66.358,7.677,14.371,15.966,32.995,358108266932.0,,4142.823,0.1996,47.59,14.19,37.16,0.0,47.59,0.94,4.84,,7.68
Austria,2016,67.219,7.693,13.334,16.737,34.108,365232738553.0,,4303.615,0.2022,51.08,13.79,39.97,0.0,51.08,1.1,5.23,,5.35
Austria,2017,69.601,7.91,14.023,17.975,34.546,373481694490.0,,4647.085,0.19640000000000002,51.05,16.04,38.29,0.0,51.05,1.27,6.57,,5.83
Austria,2018,66.567,7.529,12.294,17.019,34.087,382540042762.0,,4031.04,0.1989,50.06,14.61,37.64,0.0,50.06,1.46,6.03,,15.88
Austria,2019,67.951,7.651,13.005,17.791,34.088,388344674039.0,,4108.781,0.2054,54.64,16.05,40.83,0.0,54.64,1.7,7.45,,24.84
Austria,2020,62.18,6.97,11.371,16.959,30.779,363281092036.0,,3601.243,0.2139,55.42,13.61,42.0,0.0,55.42,2.04,6.79,,24.75
Austria,2021,65.751,7.333,12.408,17.923,32.17,379835198584.0,,3764.317,0.22505,52.75,13.92,38.75,0.0,52.75,2.78,6.74,,53.55
Austria,2022,61.454,6.78,11.663,15.968,30.702,398815419150.0,,3602.595,0.23095,50.41,14.06,34.63,0.0,50.41,3.79,7.24,,80.87
Austria,2023,56.909,6.233,11.146,13.634,29.376,,,3518.501,0.27005,60.16,10.82,40.67,0.0,60.16,6.89,8.04,,85.3
Belgium,2010,114.563,10.475,17.526,40.339,51.153,411261674695.0,,6763.0,0.19665,54.51,38.53,0.31,47.94,6.57,0.58,1.3,,14.38
Belgium,2011,105.159,9.526,16.689,34.572,48.22,420934235947.0,,6558.0,0.21275,56.59,32.69,0.2,48.23,8.36,1.21,2.32,,13.07
Belgium,2012,102.486,9.227,15.078,34.911,47.133,424045845634.0,,5968.0,0.22749999999999998,50.8,30.71,0.36,40.29,10.51,2.15,2.76,,7.33
Belgium,2013,102.816,9.213,15.269,35.272,47.229,425993254852.0,,6070.0,0.21939999999999998,54.36,27.59,0.38,42.64,11.72,2.64,3.67,,4.45
Belgium,2014,97.081,8.66,14.725,30.995,46.313,432717694183.0,,5925.0,0.20700000000000002,45.91,25.29,0.29,33.7,12.21,2.89,4.62,,5.96
Belgium,2015,101.327,8.987,14.381,33.812,48.237,441551470878.0,,4920.7,0.2239,40.54,27.89,0.32,26.1,14.44,3.06,5.57,,7.68
Belgium,2016,99.816,8.808,13.476,34.369,47.124,447144517813.0,,4425.2,0.26445,57.77,26.54,0.37,43.52,14.25,3.1,5.42,,5.35
Belgium,2017,99.282,8.727,13.247,35.03,46.258,454386396677.0,,4320.7,0.2867,58.03,27.31,0.27,42.23,15.8,3.31,6.52,,5.83
Belgium,2018,100.256,8.772,13.297,36.104,45.875,462533269863.0,,4730.2,0.28800000000000003,45.76,28.11,0.29,28.6,17.16,3.9,7.57,,15.88
Belgium,2019,99.799,8.685,13.156,36.224,45.341,472897988852.0,,4619.4,0.28495,62.97,29.72,0.3,43.52,19.45,4.25,9.75,,24.84
Belgium,2020,91.255,7.908,10.466,36.073,40.098,447544069854.0,,3727.2,0.2747,57.88,30.41,0.27,34.43,23.45,5.11,12.81,,24.75
Belgium,2021,94.928,8.204,11.762,36.281,42.152,474995824355.0,,3608.7,0.2848,73.08,26.32,0.42,50.33,22.75,5.62,12.0,,53.55
Belgium,2022,88.915,7.638,11.903,31.174,41.466,489678394377.0,,4082.8,0.3963,68.31,26.02,0.27,43.88,24.43,6.88,12.35,,80.87
Belgium,2023,84.703,7.232,10.431,29.155,41.188,,,3642.8,0.4064,60.39,21.74,0.4,32.93,27.46,7.83,15.44,,85.3
Bulgaria,2010,47.816,6.429,29.294,5.386,10.912,109045208364.0,,2846.0,0.08215,21.01,24.92,5.03,15.25,5.76,0.01,0.68,,14.38
Bulgaria,2011,53.12,7.198,34.481,6.151,10.107,109435363210.0,,3362.0,0.085,20.2,29.76,2.87,16.31,3.89,0.1,0.86,,13.07
Bulgaria,2012,48.277,6.598,29.412,5.753,10.627,110261509885.0,,2506.0,0.09004999999999999,21.03,25.43,3.18,15.78,5.25,0.78,1.22,,7.33
Bulgaria,2013,42.583,5.862,24.997,5.612,9.557,109643527181.0,,1618.0,0.09029999999999999,21.08,21.94,4.04,14.17,6.91,1.39,1.37,,4.45
Bulgaria,2014,45.169,6.253,26.579,5.602,10.562,110703533681.0,,1461.0,0.08635,23.26,23.66,4.6,15.87,7.39,1.26,1.33,,5.96
Bulgaria,2015,48.127,6.705,27.678,5.94,11.488,114498611934.0,,1137.0,0.09495,24.13,24.58,5.65,15.38,8.75,1.38,1.45,,7.68
Bulgaria,2016,45.344,6.362,24.155,5.945,11.886,117979077002.0,,859.0,0.0947,22.82,21.71,3.88,15.78,7.04,1.39,1.42,,5.35
Bulgaria,2017,47.446,6.706,25.792,6.053,12.162,121237951710.0,,960.401,0.0969,21.68,23.16,2.83,15.55,6.13,1.4,1.5,,5.83
Bulgaria,2018,43.503,6.193,22.113,5.797,12.372,124492855771.0,,897.079,0.09920000000000001,25.51,21.0,5.15,16.13,9.38,1.34,1.32,,15.88
Bulgaria,2019,42.195,6.049,20.806,5.266,12.901,129520075495.0,,620.281,0.09775,24.05,19.67,2.93,16.56,7.49,1.42,1.32,,24.84
Bulgaria,2020,36.571,5.274,16.204,5.31,11.944,124392792956.0,,661.034,0.09895,24.1,16.04,2.82,16.63,7.47,1.47,1.48,,24.75
Bulgaria,2021,42.365,6.16,20.423,6.258,12.742,133889804025.0,,914.257,0.10575000000000001,26.8,20.42,4.82,16.49,10.31,1.47,1.43,,53.55
Bulgaria,2022,46.932,6.876,25.068,5.018,13.385,138390156500.0,,1427.356,0.11199999999999999,26.09,24.19,3.8,16.46,9.63,2.09,1.5,,80.87
Bulgaria,2023,34.501,5.077,13.961,4.678,13.17,,,644.644,0.11649999999999999,26.21,13.87,3.08,16.16,10.05,3.52,1.58,,85.3
Croatia,2010,20.978,4.877,2.738,5.712,10.561,81303793822.0,,1227.0,0.1152,9.3,5.49,9.13,0.0,9.3,0.0,0.14,,14.38
Croatia,2011,20.615,4.816,2.794,5.564,10.42,82302805353.0,,1206.0,0.11415,5.28,5.95,5.03,0.0,5.28,0.0,0.2,,13.07
Croatia,2012,19.05,4.473,2.484,5.195,9.71,80383800465.0,,948.8,0.1296,5.26,5.31,4.84,0.0,5.26,0.0,0.33,,7.33
Croatia,2013,18.401,4.337,2.678,4.912,9.073,80064089923.0,,1251.0,0.1361,9.28,4.66,8.62,0.0,9.28,0.01,0.52,,4.45
Croatia,2014,17.65,4.183,2.57,4.305,8.96,79720242860.0,,1019.3,0.1318,9.94,3.49,9.01,0.0,9.94,0.04,0.73,,5.96
Croatia,2015,17.794,4.253,2.376,4.461,9.389,81731110395.0,,1055.2,0.13145,7.52,3.72,6.39,0.0,7.52,0.06,0.8,,7.68
Croatia,2016,18.079,4.371,2.561,4.729,9.34,84640158587.0,,1118.9,0.1321,8.36,4.24,6.85,0.0,8.36,0.07,1.01,,5.35
Croatia,2017,18.713,4.587,1.551,5.432,9.982,87528490789.0,,669.8,0.1216,7.12,4.65,5.31,0.0,7.12,0.08,1.2,,5.83
Croatia,2018,17.695,4.396,1.449,5.042,9.556,89979865983.0,,564.2,0.1316,9.78,3.74,7.7,0.0,9.78,0.07,1.34,,15.88
Croatia,2019,17.82,4.47,1.678,5.243,9.286,93057982684.0,,768.2,0.13224999999999998,8.35,4.3,5.83,0.0,8.35,0.08,1.47,,24.84
Croatia,2020,16.87,4.267,1.424,5.521,8.271,85073361985.0,,639.6,0.13040000000000002,8.55,4.68,5.66,0.0,8.55,0.1,1.72,,24.75
Croatia,2021,17.403,4.434,1.652,5.351,8.725,96194363488.0,,704.8,0.13019999999999998,10.53,4.58,7.13,0.0,10.53,0.15,2.06,,53.55
Croatia,2022,17.585,4.501,1.613,4.885,9.469,102284645672.0,,683.1,0.14165,8.95,5.15,5.46,0.0,8.95,0.15,2.14,,80.87
Croatia,2023,18.468,4.74,1.378,5.214,10.306,,,637.7,0.148,12.23,5.21,8.16,0.0,12.23,0.41,2.59,,85.3
Cyprus,2010,8.072,7.157,0.071,0.001,7.41,27285556934.0,,18.0,0.19395,0.08,5.25,0.0,0.0,0.08,0.01,0.03,,14.38
Cyprus,2011,7.792,6.797,0.031,0.001,7.189,27627899267.0,,1.0,0.22315,0.17,4.75,0.0,0.0,0.17,0.01,0.11,,13.07
Cyprus,2012,7.262,6.231,0.001,0.001,6.732,26675451028.0,,1.0,0.2845,0.26,4.46,0.0,0.0,0.26,0.02,0.19,,7.33
Cyprus,2013,6.578,5.556,0.001,0.001,5.811,24918237857.0,,1.0,0.26205,0.33,3.96,0.0,0.0,0.33,0.05,0.23,,4.45
Cyprus,2014,6.93,5.766,0.009,0.0,5.934,24475580582.0,,5.0,0.23235,0.31,4.03,0.0,0.0,0.31,0.08,0.18,,5.96
Cyprus,2015,6.952,5.701,0.015,0.0,6.049,25312505108.0,,6.0,0.18975,0.4,4.14,0.0,0.0,0.4,0.13,0.22,,7.68
Cyprus,2016,7.35,5.941,0.002,0.0,6.451,26976335005.0,,0.0,0.15739999999999998,0.43,4.46,0.0,0.0,0.43,0.15,0.23,,5.35
Cyprus,2017,7.469,5.955,0.012,0.0,6.518,28523085691.0,,16.5,0.18445,0.43,4.57,0.0,0.0,0.43,0.17,0.21,,5.83
Cyprus,2018,7.324,5.764,0.054,0.0,6.402,30134014224.0,,22.0,0.20379999999999998,0.48,4.58,0.0,0.0,0.48,0.2,0.22,,15.88
Cyprus,2019,7.324,5.693,0.068,0.0,6.442,31800247242.0,,32.454,0.22194999999999998,0.52,4.63,0.0,0.0,0.52,0.22,0.24,,24.84
Cyprus,2020,6.903,5.301,0.056,0.0,5.945,30409793367.0,,23.643,0.19155,0.6,4.25,0.0,0.0,0.6,0.3,0.24,,24.75
Cyprus,2021,6.951,5.276,0.159,0.0,5.894,32428676744.0,,64.823,0.214,0.78,4.34,0.0,0.0,0.78,0.47,0.25,,53.55
Cyprus,2022,7.071,5.311,0.123,0.0,6.047,34255009922.0,,77.65,0.2934,0.88,4.38,0.0,0.0,0.88,0.6,0.22,,80.87
Cyprus,2023,7.188,5.344,0.101,0.0,6.126,,,22.002,0.35955000000000004,1.09,4.24,0.0,0.0,1.09,0.83,0.21,,85.3
Czechia,2010,117.464,11.226,74.554,18.398,21.02,271231988282.0,,3681.0,0.15225,33.91,51.31,2.79,28.0,5.91,0.62,0.34,,14.38
Czechia,2011,115.178,10.974,73.749,16.825,20.802,279082754736.0,,3769.0,0.1643,35.52,51.12,1.96,28.28,7.24,2.18,0.4,,13.07
Czechia,2012,111.276,10.59,70.768,16.624,20.305,276891945353.0,,3501.0,0.1666,38.39,48.19,2.13,30.32,8.07,2.15,0.42,,7.33
Czechia,2013,106.71,10.152,66.87,16.826,19.66,276764861619.0,,3635.0,0.1663,40.05,45.86,2.73,30.75,9.3,2.03,0.48,,4.45
Czechia,2014,104.233,9.911,64.905,15.113,20.702,283025537919.0,,5585.0,0.13835,39.5,45.48,1.91,30.33,9.17,2.12,0.48,,5.96
Czechia,2015,104.99,9.976,64.322,15.909,21.211,298276052489.0,,5046.0,0.13965,36.25,46.24,1.79,26.84,9.41,2.26,0.57,,7.68
Czechia,2016,106.636,10.125,64.728,17.008,21.24,305844147713.0,,4718.0,0.14205,33.49,48.51,2.0,24.1,9.39,2.13,0.5,,5.35
Czechia,2017,107.736,10.22,64.307,17.713,22.011,321652381589.0,,4796.189,0.14629999999999999,37.97,47.79,1.87,28.34,9.63,2.2,0.59,,5.83
Czechia,2018,106.322,10.079,63.573,16.641,22.221,332009886797.0,,4758.695,0.15794999999999998,39.35,47.49,1.63,29.92,9.43,2.36,0.61,,15.88
Czechia,2019,100.997,9.569,57.468,17.361,22.341,342069373423.0,,4449.049,0.1759,40.31,45.41,2.01,30.25,10.06,2.32,0.7,,24.84
Czechia,2020,91.661,8.688,49.727,17.431,20.963,323245433506.0,,4318.885,0.18180000000000002,40.38,39.72,2.14,30.04,10.34,2.29,0.7,,24.75
Czechia,2021,96.629,9.176,51.406,19.045,22.437,334729441747.0,,5443.2,0.18425,41.37,42.29,2.41,30.73,10.64,2.25,0.6,,53.55
Czechia,2022,95.04,8.905,52.909,15.805,22.765,342966849621.0,,5379.615,0.20829999999999999,41.79,41.94,2.09,31.02,10.77,2.63,0.64,,80.87
Czechia,2023,83.232,7.7,43.042,14.059,23.309,,,4404.284,0.31705,41.55,34.25,2.36,30.41,11.14,2.89,0.7,,85.3
Denmark,2010,49.19,8.866,15.351,10.555,21.946,238190225279.0,,4594.0,0.26890000000000003,12.43,26.32,0.02,0.0,12.43,0.01,7.81,,14.38
Denmark,2011,44.237,7.941,12.915,8.972,20.915,242757622888.0,,6159.0,0.2942,14.17,20.94,0.02,0.0,14.17,0.01,9.77,,13.07
Denmark,2012,39.861,7.128,10.078,8.404,19.952,243307499552.0,,4000.0,0.29845,14.84,15.73,0.02,0.0,14.84,0.1,10.27,,7.33
Denmark,2013,41.763,7.437,12.755,7.929,19.574,245578374484.0,,4973.0,0.2968,15.96,18.65,0.01,0.0,15.96,0.52,11.12,,4.45
Denmark,2014,37.571,6.657,10.143,6.81,19.085,249555233739.0,,4554.0,0.30385,17.99,14.05,0.02,0.0,17.99,0.6,13.08,,5.96
Denmark,2015,35.111,6.177,7.242,6.905,19.471,255401297489.0,,2772.426,0.3055,18.93,9.85,0.02,0.0,18.93,0.6,14.13,,7.68
Denmark,2016,36.917,6.445,8.413,7.009,19.751,263691544304.0,,2897.384,0.3086,18.39,12.01,0.02,0.0,18.39,0.74,12.78,,5.35
Denmark,2017,34.665,6.013,6.253,6.676,19.918,271132202845.0,,3085.752,0.30295,21.8,9.1,0.02,0.0,21.8,0.75,14.78,,5.83
Denmark,2018,34.609,5.973,6.362,6.483,19.968,276526484620.0,,2770.486,0.31245,20.75,9.46,0.01,0.0,20.75,0.95,13.9,,15.88
Denmark,2019,30.95,5.323,3.588,6.024,19.686,280656364923.0,,2396.234,0.2954,23.07,6.3,0.02,0.0,23.07,0.96,16.15,,24.84
